TrialNumber,ApplicationNumber,FilingDate,PatentNumber
IPR2015-01688,10293463,2015-08-07,6940403
IPR2015-01679,09357689,2015-08-07,6225901
IPR2015-01668,10528528,2015-08-07,7580864
IPR2015-01691,11205314,2015-08-07,8024901
IPR2015-01714,10029940,2015-08-11,7072667
IPR2015-01715,10029940,2015-08-11,7072667
IPR2015-01674,11078916,2015-08-12,RE43931
CBM2015-00172,10800295,2015-08-12,7783556
IPR2015-01706,10879640,2015-08-12,7516177
IPR2015-01718,12822612,2015-08-12,8945621
IPR2015-01707,10879640,2015-08-12,7516177
IPR2015-01717,11454822,2015-08-13,7404660
IPR2015-01719,10448256,2015-08-13,7446190
IPR2015-01731,08636477,2015-08-14,5894554
IPR2015-01732,09234048,2015-08-14,6415335
IPR2015-01735,08234727,2015-08-14,5930444
IPR2015-01729,08636477,2015-08-14,5894554
IPR2015-01734,09234048,2015-08-14,6415335
IPR2015-01750,12912375,2015-08-17,8484111
IPR2015-01749,10634950,2015-08-17,7204853
IPR2015-01752,09797488,2015-08-17,7356482
IPR2015-01751,09797488,2015-08-17,7356482
IPR2015-01754,09258398,2015-08-18,6158011
IPR2015-01762,10244334,2015-08-18,7397363
IPR2015-01760,09277935,2015-08-18,6549130
IPR2015-01756,09791029,2015-08-18,7203456
IPR2015-01775,14231971,2015-08-19,8865190
IPR2015-01769,11486080,2015-08-19,7793433
IPR2015-01773,14244471,2015-08-19,8858996
IPR2015-01786,13685388,2015-08-20,8714977
IPR2015-01783,11494890,2015-08-20,8827028
IPR2015-01780,11505591,2015-08-20,7767657
IPR2015-01781,11494890,2015-08-20,8827028
IPR2015-01776,11357687,2015-08-20,7582621
IPR2015-01676,11078916,2015-08-20,RE43931
IPR2015-01785,11505591,2015-08-20,7767657
IPR2015-01787,12314862,2015-08-21,7926978
IPR2015-01791,09791029,2015-08-21,7203456
IPR2015-01789,12849516,2015-08-21,8746719
IPR2015-01788,12849516,2015-08-21,8746719
IPR2015-01772,09747904,2015-08-23,6535815
IPR2015-01795,12841792,2015-08-24,8647386
IPR2015-01796,08276534,2015-08-24,5563883
IPR2015-01804,13029267,2015-08-25,8656125
IPR2015-01802,11188025,2015-08-25,7904680
IPR2015-01803,11188025,2015-08-25,7904680
IPR2015-01805,13029267,2015-08-25,8656125
IPR2015-01761,11078916,2015-08-25,RE43931
IPR2015-01801,11515507,2015-08-25,RE40521
IPR2015-01823,13934763,2015-08-26,8648717
IPR2015-01810,12704097,2015-08-26,7895059
IPR2015-01821,14470884,2015-08-26,8967797
IPR2015-01824,14018186,2015-08-26,8708487
IPR2015-01817,13595757,2015-08-26,8457988
IPR2015-01820,11097985,2015-08-27,7765107
IPR2015-01813,13595676,2015-08-27,8589182
IPR2015-01816,12704097,2015-08-27,7895059
IPR2015-01814,13595757,2015-08-27,8457988
IPR2015-01818,10322348,2015-08-27,7668730
IPR2015-01815,10979665,2015-08-27,7765106
IPR2015-01836,10591923,2015-08-28,7932268
IPR2015-01835,13046118,2015-08-28,8618135
IPR2015-01833,09176154,2015-08-28,6091940
IPR2015-01806,11078916,2015-08-28,RE43931
IPR2015-01832,09176154,2015-08-28,6091940
IPR2015-01834,09176154,2015-08-28,6091940
IPR2015-01829,09176154,2015-08-28,6091940
IPR2015-01831,09176154,2015-08-28,6091940
IPR2015-01838,13497690,2015-08-28,8865921
IPR2015-01828,09176154,2015-08-28,6091940
IPR2015-01839,09563985,2015-08-31,6265829
IPR2015-01846,10115279,2015-09-01,7688347
IPR2015-01847,11546013,2015-09-01,7420151
CBM2015-00179,11417544,2015-09-02,7533056
IPR2015-01855,12137871,2015-09-02,RE42196
IPR2015-01853,11010828,2015-09-02,8007826
IPR2015-01850,13299969,2015-09-02,8440703
IPR2015-01856,10582127,2015-09-02,8544078
IPR2015-01858,11102559,2015-09-03,8354437
IPR2015-01857,13187158,2015-09-03,8663685
IPR2015-01869,12862305,2015-09-03,8544079
IPR2015-01826,13376929,2015-09-03,8821718
IPR2015-01878,09747904,2015-09-04,6535815
IPR2015-01877,12137871,2015-09-04,RE42196
IPR2015-01876,10582127,2015-09-04,8544078
IPR2015-01871,10525006,2015-09-04,8129431
IPR2015-01883,13951558,2015-09-04,8684420
IPR2015-01872,10278342,2015-09-08,7385994
IPR2015-01886,11391141,2015-09-08,7881441
IPR2015-01879,13707119,2015-09-08,8492933
IPR2015-01889,13486205,2015-09-09,9131045
IPR2015-01892,13290708,2015-09-10,8677494
IPR2015-01896,10029940,2015-09-11,7072667
CBM2015-00182,09590692,2015-09-11,6772132
IPR2015-01866,13315412,2015-09-11,8215816
IPR2015-01901,11300902,2015-09-11,8000314
IPR2015-01868,11378080,2015-09-11,7434974
CBM2015-00181,11585907,2015-09-11,7676411
IPR2015-01867,11548330,2015-09-11,7537370
IPR2015-01902,12314382,2015-09-12,7693552
IPR2015-01899,14063544,2015-09-12,8713476
IPR2015-01898,10343333,2015-09-12,8434020
IPR2015-01903,13592202,2015-09-14,8731963
IPR2015-01845,10068783,2015-09-15,6921026
IPR2015-01923,09972831,2015-09-16,6631449
IPR2015-01920,14221803,2015-09-17,8961476
IPR2015-01929,09057466,2015-09-18,6047781
IPR2015-01953,09629043,2015-09-24,6714966
IPR2015-01958,12816084,2015-09-24,RE42368
IPR2015-01951,09629043,2015-09-24,6714966
IPR2015-01961,12815930,2015-09-24,RE42678
IPR2015-01965,12688910,2015-09-24,7884713
IPR2015-01928,10961373,2015-09-24,7265494
IPR2015-01977,10129583,2015-09-25,6924727
IPR2015-01978,08996929,2015-09-25,5946634
IPR2015-01973,12477329,2015-09-25,8013732
IPR2015-01976,13308299,2015-09-25,8232250
IPR2015-01972,09629042,2015-09-25,6701344
IPR2015-01971,12815930,2015-09-25,RE42678
IPR2015-01979,12814584,2015-09-25,8141154
IPR2015-01980,12806684,2015-09-25,8399413
IPR2015-01969,12816084,2015-09-25,RE42368
CBM2015-00183,08654057,2015-09-25,5924080
IPR2015-01970,09629042,2015-09-25,6701344
IPR2015-01981,13770677,2015-09-25,8969302
IPR2015-01983,10451500,2015-09-26,8498671
IPR2015-01984,10343333,2015-09-26,8434020
IPR2015-01986,12790911,2015-09-26,8165049
IPR2015-01988,13437074,2015-09-26,8792398
IPR2015-01990,09291483,2015-09-28,6068069
IPR2015-01989,08642417,2015-09-28,6085851
IPR2015-01956,09844858,2015-09-28,6519581
IPR2015-01964,09629576,2015-09-28,6829634
IPR2015-01957,09844858,2015-09-28,6519581
IPR2015-01996,09629576,2015-09-28,6829634
IPR2015-01993,13372426,2015-09-28,8399514
IPR2015-02001,10930884,2015-09-30,8225408
IPR2015-01974,11159455,2015-09-30,7647633
IPR2015-02009,11091011,2015-10-01,RE42096
IPR2016-00012,13592349,2015-10-02,8821582
IPR2016-00006,13548446,2015-10-02,8497393
IPR2015-01992,09346788,2015-10-02,6546002
IPR2015-01882,11520168,2015-10-05,8404703
IPR2015-01881,12006546,2015-10-05,8569325
IPR2016-00020,09474644,2015-10-06,6510434
IPR2016-00019,09474644,2015-10-06,6510434
IPR2016-00021,09259885,2015-10-07,6484257
IPR2016-00029,10961720,2015-10-08,7765482
IPR2016-00041,12364092,2015-10-09,8099823
IPR2016-00040,11760394,2015-10-09,7484264
IPR2016-00036,10048202,2015-10-09,6944905
IPR2016-00038,09284398,2015-10-09,6292974
IPR2016-00034,09445046,2015-10-09,6973698
IPR2016-00039,10312279,2015-10-09,7228588
IPR2016-00022,09787120,2015-10-13,6532413
IPR2016-00043,10288208,2015-10-13,6776327
IPR2016-00045,09509349,2015-10-13,6233518
CBM2016-00007,09400413,2015-10-14,6384850
IPR2016-00047,13662213,2015-10-14,8640183
CBM2016-00006,10015729,2015-10-14,6871325
IPR2016-00046,12433672,2015-10-15,8215440
CBM2016-00008,12654616,2015-10-16,8671057
IPR2016-00009,10795108,2015-10-19,6923949
IPR2016-00055,13934763,2015-10-21,8648717
IPR2016-00066,13940743,2015-10-22,8702883
IPR2016-00067,12072524,2015-10-22,7854310
IPR2016-00079,10285312,2015-10-23,7241034
IPR2016-00076,12966542,2015-10-23,8791049
CBM2016-00009,11417547,2015-10-23,7685055
IPR2016-00102,10062954,2015-10-28,6806251
IPR2016-00104,09484431,2015-10-28,6574759
IPR2016-00105,10453368,2015-10-28,6704891
IPR2016-00112,11502637,2015-10-29,8104151
IPR2016-00116,09317235,2015-10-30,6147601
IPR2016-00091,14493903,2015-11-02,8927606
IPR2016-00089,14165976,2015-11-02,8754131
IPR2016-00130,29311136,2015-11-02,D631670
IPR2016-00090,14261720,2015-11-02,8871813
IPR2016-00148,13173486,2015-11-04,9056870
IPR2016-00151,12814584,2015-11-05,8141154
IPR2016-00163,09788335,2015-11-06,6842502
IPR2016-00171,11023037,2015-11-06,7471765
IPR2016-00162,09788335,2015-11-06,6842502
IPR2016-00170,11023037,2015-11-06,7471765
IPR2016-00160,09788335,2015-11-06,6842502
IPR2016-00166,09788335,2015-11-06,6842502
IPR2016-00159,13290708,2015-11-06,8677494
IPR2016-00169,11023037,2015-11-06,7471765
IPR2016-00161,09932552,2015-11-06,6462654
IPR2016-00168,12849260,2015-11-06,8579876
IPR2016-00157,10930884,2015-11-06,8225408
IPR2016-00172,10163657,2015-11-09,8889135
IPR2016-00173,10093589,2015-11-09,6535123
IPR2016-00180,10792202,2015-11-10,7159731
CBM2016-00013,13733655,2015-11-10,8538805
CBM2016-00015,13489145,2015-11-10,8370199
CBM2016-00012,12361041,2015-11-10,8219445
CBM2016-00014,13489145,2015-11-10,8370199
IPR2016-00174,12797139,2015-11-11,8090862
IPR2016-00187,12313646,2015-11-11,7826592
IPR2016-00193,10285312,2015-11-13,7241034
IPR2016-00194,11269899,2015-11-16,8011458
IPR2016-00156,13404980,2015-11-17,8296146
IPR2016-00123,13737853,2015-11-17,8719037
IPR2016-00125,13404853,2015-11-17,8290778
IPR2016-00198,12089735,2015-11-17,7785038
IPR2016-00146,13752222,2015-11-17,8719038
IPR2016-00209,08482172,2015-11-18,5591678
IPR2016-00212,10892690,2015-11-18,7974339
IPR2016-00215,10892690,2015-11-18,7974339
IPR2016-00216,12137871,2015-11-19,RE42196
IPR2016-00136,12210555,2015-11-19,9144700
IPR2016-00219,12055668,2015-11-19,8136613
IPR2016-00213,13845704,2015-11-19,9004288
IPR2016-00222,12137871,2015-11-19,RE42196
IPR2016-00234,12068102,2015-11-20,7941822
IPR2016-00204,10058634,2015-11-23,RE38551
IPR2016-00240,11776329,2015-11-24,7772209
IPR2016-00237,11776329,2015-11-24,7772209
IPR2016-00256,10405305,2015-11-25,6702539
IPR2016-00260,10694265,2015-11-25,7033124
IPR2016-00254,10616709,2015-11-25,8476010
IPR2016-00264,10018124,2015-11-25,6709217
IPR2016-00259,11709007,2015-11-25,7544018
IPR2016-00262,10705086,2015-11-25,7186062
IPR2016-00266,14272076,2015-11-25,RE45329
IPR2016-00258,13829706,2015-11-25,9051556
IPR2016-00263,10705086,2015-11-25,7186062
IPR2016-00270,09791650,2015-12-01,6699037
IPR2016-00283,12350111,2015-12-04,8642012
IPR2016-00268,13113892,2015-12-04,8315367
IPR2016-00284,13417137,2015-12-04,8404215
IPR2016-00285,12430463,2015-12-04,7864983
IPR2016-00189,14292759,2015-12-07,9073987
IPR2016-00188,14542529,2015-12-07,9017680
IPR2016-00287,09540610,2015-12-08,6784552
IPR2016-00289,08900047,2015-12-08,5965924
IPR2016-00290,08900047,2015-12-08,5965924
IPR2016-00295,14448036,2015-12-08,9074440
IPR2016-00292,08868338,2015-12-08,6012007
IPR2016-00288,09540610,2015-12-08,6784552
IPR2016-00297,12573081,2015-12-08,8865688
IPR2016-00309,10307154,2015-12-09,7224668
IPR2016-00303,09108071,2015-12-09,6377577
IPR2016-00308,09479607,2015-12-09,7162537
IPR2016-00306,10087342,2015-12-09,7023853
IPR2016-00317,10324227,2015-12-11,7945021
IPR2016-00315,13352222,2015-12-11,8867703
IPR2016-00278,12423488,2015-12-12,8646165
IPR2016-00279,12423488,2015-12-12,8646165
IPR2016-00322,10443502,2015-12-14,7045849
IPR2016-00328,13536433,2015-12-14,8540018
IPR2016-00323,11458995,2015-12-14,7495953
IPR2016-00318,11776329,2015-12-14,7772209
IPR2016-00320,09159704,2015-12-14,6169503
IPR2016-00330,10315451,2015-12-14,6901498
IPR2016-00344,12331088,2015-12-16,7944173
IPR2016-00352,13947864,2015-12-16,9027180
IPR2016-00358,12354471,2015-12-16,RE44644
IPR2016-00357,12354471,2015-12-16,RE44644
IPR2016-00343,11780829,2015-12-16,7554290
IPR2016-00345,13014264,2015-12-16,7999510
IPR2016-00359,12354471,2015-12-16,RE44644
IPR2016-00360,11163788,2015-12-16,7945034
IPR2016-00364,11930330,2015-12-17,9043093
CBM2016-00021,11781716,2015-12-17,7953667
IPR2016-00366,08868338,2015-12-18,6012007
CBM2016-00022,13117929,2015-12-18,8326763
IPR2016-00380,13352222,2015-12-22,8867703
IPR2016-00393,10614067,2015-12-28,7193239
IPR2016-00389,10379820,2015-12-28,8035233
IPR2016-00394,12497655,2015-12-28,8410617
IPR2016-00395,10222816,2015-12-28,7504732
IPR2016-00391,13963164,2015-12-28,8796862
IPR2016-00387,13963149,2015-12-28,8841778
IPR2016-00386,12788618,2015-12-28,8653672
IPR2016-00390,12405234,2015-12-28,8629542
IPR2016-00378,12541934,2015-12-28,8272435
IPR2016-00388,10614067,2015-12-28,7193239
IPR2016-00331,13337757,2015-12-28,8504696
IPR2016-00404,10301432,2015-12-28,7079864
IPR2016-00332,13337757,2015-12-28,8504696
IPR2016-00409,10163657,2015-12-29,8889135
IPR2016-00408,10163657,2015-12-29,8889135
CBM2016-00025,09799879,2015-12-30,6996538
IPR2016-00432,12925656,2016-01-04,8192191
IPR2016-00433,12462457,2016-01-04,7845925
IPR2016-00431,11888584,2016-01-04,7588436
IPR2016-00435,09452221,2016-01-06,6265438
IPR2016-00448,12619643,2016-01-11,7908343
IPR2016-00449,13027929,2016-01-11,8924506
IPR2016-00452,12437014,2016-01-11,8147709
IPR2016-00443,13848984,2016-01-11,8788090
IPR2016-00458,10100952,2016-01-14,7625558
IPR2016-00467,13591443,2016-01-15,8776893
IPR2016-00475,13470144,2016-01-19,9036343
IPR2016-00476,11891505,2016-01-19,8116430
IPR2016-00480,11159455,2016-01-20,7647633
IPR2016-00481,09699363,2016-01-20,6319006
IPR2016-00488,09964668,2016-01-21,6693557
IPR2016-00494,12788120,2016-01-21,8897463
IPR2016-00495,10590563,2016-01-22,8066076
IPR2016-00502,12800961,2016-01-26,8161740
IPR2016-00510,10130214,2016-01-28,6858650
IPR2016-00514,12105016,2016-01-28,7855230
IPR2016-00512,11201756,2016-01-28,7384980
IPR2016-00516,13161049,2016-01-28,8338478
IPR2016-00517,12814982,2016-01-28,7985772
IPR2016-00528,12071253,2016-01-29,8715809
IPR2016-00527,12547812,2016-01-29,8545167
IPR2016-00531,13485126,2016-01-29,8511605
IPR2016-00533,13485126,2016-01-29,8511605
IPR2016-00526,11654472,2016-01-29,7966807
IPR2016-00534,12444856,2016-01-29,8365513
IPR2016-00524,13758075,2016-01-29,8753065
IPR2016-00547,10324227,2016-02-02,7945021
IPR2016-00558,08998050,2016-02-03,6436989
IPR2016-00577,13498245,2016-02-05,8304559
IPR2016-00590,13438288,2016-02-08,8818770
IPR2016-00593,12972088,2016-02-08,8823732
IPR2016-00589,13474504,2016-02-08,8825454
IPR2016-00592,14450108,2016-02-08,9135737
IPR2016-00594,13774478,2016-02-08,8542880
IPR2016-00591,12467250,2016-02-08,8209152
CBM2016-00031,11415163,2016-02-09,7813996
CBM2016-00032,09289550,2016-02-09,7212999
IPR2016-00530,11370749,2016-02-10,7229010
IPR2016-00609,11097587,2016-02-10,7631346
IPR2016-00529,11370749,2016-02-10,7229010
IPR2016-00608,11097587,2016-02-10,7631346
IPR2016-00615,12799471,2016-02-11,8510045
IPR2016-00620,14034206,2016-02-12,8873500
CBM2016-00034,11787406,2016-02-12,7314163
IPR2016-00622,09652734,2016-02-12,7149511
IPR2016-00616,09652734,2016-02-12,7149511
CBM2016-00035,09894637,2016-02-17,6766304
IPR2016-00636,10188696,2016-02-18,6661639
CBM2016-00038,10306996,2016-02-19,7113190
CBM2016-00039,12756489,2016-02-19,8380611
PGR2016-00012,14225588,2016-02-22,9157017
IPR2016-00650,10299004,2016-02-23,6907936
PGR2016-00011,14225588,2016-02-23,9157017
IPR2016-00676,13298158,2016-02-24,8905855
IPR2016-00675,13219525,2016-02-24,8941723
IPR2016-00677,13679879,2016-02-24,8944928
IPR2016-00657,14150514,2016-02-25,9074451
IPR2016-00656,13455291,2016-02-25,8657009
CBM2016-00040,10800295,2016-02-25,7783556
IPR2016-00687,12405240,2016-02-26,8928119
IPR2016-00686,12628574,2016-02-26,8150374
IPR2016-00681,10411008,2016-02-26,7098770
IPR2016-00659,09592256,2016-02-26,6338093
IPR2016-00684,10411008,2016-02-26,7098770
IPR2016-00683,10411008,2016-02-26,7098770
IPR2016-00693,10714849,2016-02-29,7418504
IPR2016-00652,14160511,2016-02-29,8743076
IPR2016-00697,11846385,2016-02-29,7815786
IPR2016-00654,14141297,2016-02-29,8866785
IPR2016-00696,11272999,2016-02-29,7303992
IPR2016-00655,14160505,2016-02-29,8878810
IPR2016-00691,10741602,2016-02-29,7474004
IPR2016-00653,11761978,2016-02-29,8717303
IPR2016-00692,11746739,2016-03-01,7905419
IPR2016-00669,12046576,2016-03-02,7844041
IPR2016-00663,10805795,2016-03-02,7215752
IPR2016-00714,13454040,2016-03-04,8446275
IPR2016-00718,13679378,2016-03-06,8874677
IPR2016-00717,13679378,2016-03-06,8874677
IPR2016-00731,12484851,2016-03-08,7821763
IPR2016-00730,11183527,2016-03-08,7562448
IPR2016-00724,09629572,2016-03-11,6920497
IPR2016-00747,09629577,2016-03-12,6732147
IPR2016-00754,08449413,2016-03-14,8559635
IPR2016-00755,08485507,2016-03-14,8191091
CBM2016-00042,12004187,2016-03-14,7783523
IPR2016-00764,09838160,2016-03-15,6492036
IPR2016-00762,10033983,2016-03-15,6482535
CBM2016-00043,13587124,2016-03-15,8515820
IPR2016-00712,13456720,2016-03-15,8927592
IPR2016-00763,09147888,2016-03-15,6306523
IPR2016-00768,08480718,2016-03-16,5659891
IPR2016-00708,13734874,2016-03-17,8907499
IPR2016-00770,13734874,2016-03-17,8907499
CBM2016-00048,12789006,2016-03-18,8060435
CBM2016-00047,11756964,2016-03-18,8041626
IPR2016-00782,09540610,2016-03-18,6784552
CBM2016-00046,11756875,2016-03-18,7890416
IPR2016-00786,12405239,2016-03-21,8933570
IPR2016-00748,12860893,2016-03-21,8519834
IPR2016-00792,12999751,2016-03-23,8881461
CBM2016-00049,09846431,2016-03-25,7089195
IPR2016-00794,11967692,2016-03-25,8090309
CBM2016-00050,14099456,2016-03-25,8799059
IPR2016-00784,11620162,2016-03-29,7967695
IPR2016-00785,13170114,2016-03-29,8696497
IPR2016-00787,11270656,2016-03-29,7461600
CBM2016-00051,11585905,2016-03-29,7904374
IPR2016-00809,09608161,2016-03-29,6212079
IPR2016-00816,29244885,2016-03-30,D604970
IPR2016-00820,08486070,2016-03-30,7064197
IPR2016-00822,08486070,2016-03-30,7064197
IPR2016-00826,29339831,2016-03-31,D616231
IPR2016-00834,08456084,2016-04-01,6097676
IPR2016-00835,08897976,2016-04-01,6084643
IPR2016-00734,11615539,2016-04-01,8022118
IPR2016-00783,09579221,2016-04-01,6597812
IPR2016-00829,13775000,2016-04-01,9095559
IPR2016-00850,09491694,2016-04-07,6671757
IPR2016-00847,08702911,2016-04-07,5812789
IPR2016-00851,09491694,2016-04-07,6671757
IPR2016-00862,13544097,2016-04-08,8689568
IPR2016-00892,14254244,2016-04-14,8884762
IPR2016-00899,14825436,2016-04-14,9269247
IPR2016-00898,14825436,2016-04-14,9269247
IPR2016-00911,11101822,2016-04-18,7458114
IPR2016-00914,11548330,2016-04-18,7537370
IPR2016-00910,11378080,2016-04-18,7434974
IPR2016-00840,14177692,2016-04-18,RE45398
IPR2016-00924,08701890,2016-04-20,5960464
IPR2016-00923,08702911,2016-04-20,5812789
IPR2016-00927,13109640,2016-04-21,8198092
IPR2016-00933,09629042,2016-04-22,6701344
IPR2016-00939,12715884,2016-04-22,7944493
IPR2016-00935,09629043,2016-04-22,6714966
IPR2016-00948,13162727,2016-04-22,8641525
IPR2016-00949,14141840,2016-04-22,9089770
IPR2016-00934,09629042,2016-04-22,6701344
IPR2016-00941,08809845,2016-04-22,5952714
IPR2016-00938,12715884,2016-04-22,7944493
IPR2016-00936,09629043,2016-04-22,6714966
IPR2016-00955,10930884,2016-04-27,8225408
IPR2016-00956,10930884,2016-04-27,8225408
IPR2016-00957,11840560,2016-04-27,7921211
IPR2016-00962,08482172,2016-04-28,5591678
IPR2016-00963,09629576,2016-04-29,6829634
IPR2016-00964,09629576,2016-04-29,6829634
CBM2016-00064,12210926,2016-05-02,8266432
CBM2016-00063,12210926,2016-05-02,8266432
IPR2016-01025,09259885,2016-05-10,6484257
IPR2016-01034,11381311,2016-05-13,7838512
IPR2016-01073,13934763,2016-05-19,8648717
IPR2016-01101,10058634,2016-05-25,RE38551
IPR2016-01174,13290708,2016-06-10,8677494
IPR2016-01181,10748155,2016-06-10,7016137
IPR2016-01242,10058634,2016-06-21,RE38551
IPR2016-01245,10058634,2016-06-22,RE38551
IPR2016-01335,11776329,2016-06-30,7772209
IPR2016-01337,11776329,2016-06-30,7772209
IPR2016-01313,08900047,2016-07-01,5965924
IPR2016-01311,09540610,2016-07-01,6784552
IPR2016-01343,11776329,2016-07-01,7772209
IPR2016-01191,11776329,2016-07-01,7772209
IPR2016-01312,08900047,2016-07-01,5965924
IPR2016-01340,11776329,2016-07-01,7772209
IPR2016-01190,11776329,2016-07-01,7772209
IPR2016-01314,09540610,2016-07-01,6784552
IPR2016-01341,11776329,2016-07-01,7772209
IPR2016-01235,12430463,2016-07-05,7864983
IPR2016-01368,10285312,2016-07-06,7241034
IPR2016-01393,11776329,2016-07-08,7772209
IPR2016-01429,11776329,2016-07-14,7772209
IPR2016-01492,09579349,2016-07-26,6381211
IPR2016-01634,14570629,2016-08-18,9187921
IPR2016-01636,10130214,2016-08-18,6858650
IPR2016-01665,10130214,2016-08-22,6858650
IPR2016-01596,10130214,2016-08-22,6858650
IPR2016-01700,09579349,2016-08-31,6381211
IPR2016-01702,09579349,2016-08-31,6381211
IPR2016-01906,12121730,2016-09-29,8132720
IPR2015-01352,13874194,2015-06-05,8696166
IPR2015-01582,13043419,2015-07-13,8542643
IPR2016-00062,09504783,2015-10-26,6502135
IPR2016-00063,10259494,2015-10-26,7490151
IPR2016-00095,09027215,2015-10-27,5943260
IPR2016-00167,10259494,2015-11-06,7490151
IPR2016-00679,13734671,2016-02-27,9057210
IPR2016-00848,08701890,2016-04-07,5960464
IPR2016-00890,13290708,2016-04-14,8677494
IPR2016-00930,10010776,2016-04-21,7061488
IPR2016-01023,08416673,2016-05-10,5665772
IPR2016-01102,08416673,2016-05-26,5665772
IPR2016-01386,12573081,2016-07-08,8865688
IPR2016-01409,12573081,2016-07-11,8865688
IPR2016-01556,13013466,2016-08-08,8216795
IPR2016-01608,10000655,2016-08-16,6716602
PGR2016-00037,14668868,2016-08-24,9197745
IPR2016-01674,09630878,2016-08-24,6491589
IPR2016-01611,13461432,2016-08-26,8454187
IPR2016-01609,13112650,2016-09-02,8454186
IPR2017-00047,07205419,2016-10-11,6331415
IPR2017-00048,10021669,2016-10-17,6516236
